測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
02204010,2025/09/01,01,,0,0.002,0.002,,,,,,0.007,,,,,,
02204010,2025/09/01,02,,-,-,-,,,,,,0.011,,,,,,
02204010,2025/09/01,03,,0,0.001,0.001,,,,,,0.011,,,,,,
02204010,2025/09/01,04,,0,0.002,0.002,,,,,,0.008,,,,,,
02204010,2025/09/01,05,,0,0.002,0.002,,,,,,0.009,,,,,,
02204010,2025/09/01,06,,0,0.002,0.002,,,,,,0.013,,,,,,
02204010,2025/09/01,07,,0.001,0.002,0.003,,,,,,0.017,,,,,,
02204010,2025/09/01,08,,0.002,0.004,0.006,,,,,,0.029,,,,,,
02204010,2025/09/01,09,,0.001,0.004,0.005,,,,,,0.023,,,,,,
02204010,2025/09/01,10,,0.001,0.002,0.003,,,,,,0.008,,,,,,
02204010,2025/09/01,11,,0.001,0.002,0.003,,,,,,0.018,,,,,,
02204010,2025/09/01,12,,0.001,0.002,0.003,,,,,,0.011,,,,,,
02204010,2025/09/01,13,,0.001,0.002,0.003,,,,,,0.003,,,,,,
02204010,2025/09/01,14,,0,0.001,0.001,,,,,,0.017,,,,,,
02204010,2025/09/01,15,,0,0.002,0.002,,,,,,0.015,,,,,,
02204010,2025/09/01,16,,0,0.002,0.002,,,,,,0.022,,,,,,
02204010,2025/09/01,17,,0,0.002,0.002,,,,,,0.045,,,,,,
02204010,2025/09/01,18,,0,0.002,0.002,,,,,,0.015,,,,,,
02204010,2025/09/01,19,,0,0.003,0.003,,,,,,0.015,,,,,,
02204010,2025/09/01,20,,0,0.003,0.003,,,,,,0.028,,,,,,
02204010,2025/09/01,21,,0,0.002,0.002,,,,,,0.022,,,,,,
02204010,2025/09/01,22,,0,0.003,0.003,,,,,,0.019,,,,,,
02204010,2025/09/01,23,,0,0.002,0.002,,,,,,0.010,,,,,,
02204010,2025/09/01,24,,0,0.001,0.001,,,,,,0.006,,,,,,
02204010,2025/09/02,01,,0,0.001,0.001,,,,,,0.014,,,,,,
02204010,2025/09/02,02,,0,0.001,0.001,,,,,,0.008,,,,,,
02204010,2025/09/02,03,,0,0.002,0.002,,,,,,0.009,,,,,,
02204010,2025/09/02,04,,0,0.001,0.001,,,,,,0.011,,,,,,
02204010,2025/09/02,05,,0,0.001,0.001,,,,,,0.003,,,,,,
02204010,2025/09/02,06,,0,0.001,0.001,,,,,,0.019,,,,,,
02204010,2025/09/02,07,,0,0.002,0.002,,,,,,0.005,,,,,,
02204010,2025/09/02,08,,0.001,0.003,0.004,,,,,,,,,,,,
