測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
40222010,2025/09/01,01,0.001,0,0.001,0.001,,0.018,,,,0.004,2,,,,,
40222010,2025/09/01,02,0.001,0,0,0,,0.018,,,,0.016,3,,,,,
40222010,2025/09/01,03,0,0,0,0,,0.015,,,,0.008,4,,,,,
40222010,2025/09/01,04,0.001,0,0,0,,0.012,,,,0.009,6,,,,,
40222010,2025/09/01,05,0.001,0,0.001,0.001,,0.010,,,,0.012,5,,,,,
40222010,2025/09/01,06,0.001,0,0.001,0.001,,0.009,,,,0.014,6,,,,,
40222010,2025/09/01,07,0.001,0.001,0.002,0.003,,0.009,,,,0.011,4,,,,,
40222010,2025/09/01,08,0.001,0.001,0.001,0.002,,0.009,,,,0,8,,,,,
40222010,2025/09/01,09,0.001,0.001,0.001,0.002,,0.010,,,,0.013,10,,,,,
40222010,2025/09/01,10,0.001,0.001,0.001,0.002,,0.011,,,,0.017,9,,,,,
40222010,2025/09/01,11,0,0.001,0.001,0.002,,0.013,,,,0.014,-1,,,,,
40222010,2025/09/01,12,0,0.001,0.001,0.002,,0.013,,,,0.012,5,,,,,
40222010,2025/09/01,13,0,0.001,0.001,0.002,,0.015,,,,0.009,6,,,,,
40222010,2025/09/01,14,0.001,0.001,0,0.001,,0.015,,,,0.023,12,,,,,
40222010,2025/09/01,15,0.001,0.001,0.001,0.002,,0.017,,,,0.010,8,,,,,
40222010,2025/09/01,16,0,0.001,0.001,0.002,,0.017,,,,0.011,0,,,,,
40222010,2025/09/01,17,0,0.001,0.001,0.002,,0.018,,,,0.010,5,,,,,
40222010,2025/09/01,18,0.001,0,0.001,0.001,,0.014,,,,0.003,2,,,,,
40222010,2025/09/01,19,0,0,0.001,0.001,,0.013,,,,0,2,,,,,
40222010,2025/09/01,20,0,0,0.001,0.001,,0.013,,,,0.010,3,,,,,
40222010,2025/09/01,21,0,0,0.001,0.001,,0.012,,,,0.014,5,,,,,
40222010,2025/09/01,22,0,0,0.001,0.001,,0.011,,,,0.010,5,,,,,
40222010,2025/09/01,23,0,0,0.002,0.002,,0.009,,,,0.019,3,,,,,
40222010,2025/09/01,24,0,0,0.002,0.002,,0.009,,,,0.015,4,,,,,
40222010,2025/09/02,01,0,0,0.001,0.001,,0.009,,,,0.012,3,,,,,
40222010,2025/09/02,02,0,0,0.001,0.001,,0.013,,,,0.012,5,,,,,
40222010,2025/09/02,03,0,0,0,0,,0.011,,,,0.007,3,,,,,
40222010,2025/09/02,04,0,0,0,0,,0.011,,,,0.008,3,,,,,
40222010,2025/09/02,05,0,0,0.001,0.001,,0.008,,,,0.011,3,,,,,
40222010,2025/09/02,06,0,0,0.001,0.001,,0.009,,,,0.014,5,,,,,
40222010,2025/09/02,07,0,0,0.001,0.001,,0.008,,,,0.014,5,,,,,
40222010,2025/09/02,08,0,0,0.002,0.002,,0.032,,,,0.012,-1,,,,,
40222010,2025/09/02,09,0,0,0.004,0.004,,0.030,,,,0.007,1,,,,,
40222010,2025/09/02,10,0,0,0.003,0.003,,0.026,,,,0.008,2,,,,,
40222010,2025/09/02,11,0,0.001,0.003,0.004,,0.020,,,,0.007,2,,,,,
40222010,2025/09/02,12,0,0.001,0.004,0.005,,0.016,,,,0.001,2,,,,,
40222010,2025/09/02,13,0,0.001,0.002,0.003,,0.017,,,,0.006,1,,,,,
40222010,2025/09/02,14,0,0.001,0.001,0.002,,0.027,,,,0,7,,,,,
40222010,2025/09/02,15,0,0,0.001,0.001,,0.031,,,,0.006,7,,,,,
40222010,2025/09/02,16,0,0,0.001,0.001,,0.028,,,,0.011,1,,,,,
40222010,2025/09/02,17,0.001,0,0.001,0.001,,0.027,,,,0.010,7,,,,,
40222010,2025/09/02,18,0,0,0.001,0.001,,0.026,,,,0.005,4,,,,,
40222010,2025/09/02,19,0,0,0.003,0.003,,0.028,,,,0.007,2,,,,,
40222010,2025/09/02,20,0,0,0.004,0.004,,0.016,,,,0.026,4,,,,,
40222010,2025/09/02,21,0,0,0.004,0.004,,0.009,,,,0.018,4,,,,,
40222010,2025/09/02,22,0,0,0.003,0.003,,0.007,,,,0.015,4,,,,,
40222010,2025/09/02,23,0,0.001,0.003,0.004,,0.006,,,,0.016,5,,,,,
40222010,2025/09/02,24,0,0,0.003,0.003,,0.006,,,,0.018,6,,,,,
40222010,2025/09/03,01,0,0.001,0.003,0.004,,0.005,,,,0.019,6,,,,,
40222010,2025/09/03,02,0,0,0.002,0.002,,0.006,,,,0.020,6,,,,,
40222010,2025/09/03,03,0,0,0.001,0.001,,0.008,,,,0.021,9,,,,,
40222010,2025/09/03,04,0,0,0.002,0.002,,0.006,,,,0.017,7,,,,,
40222010,2025/09/03,05,0,0.001,0.003,0.004,,0.004,,,,0.026,6,,,,,
40222010,2025/09/03,06,0,0.002,0.003,0.005,,0.004,,,,0.022,6,,,,,
40222010,2025/09/03,07,0,0.004,0.004,0.008,,0.004,,,,0.008,5,,,,,
40222010,2025/09/03,08,0,0.003,0.003,0.006,,0.009,,,,0.026,13,,,,,
40222010,2025/09/03,09,0,0.002,0.004,0.006,,0.019,,,,0.006,13,,,,,
40222010,2025/09/03,10,0.001,0.002,0.007,0.009,,0.033,,,,0.011,11,,,,,
40222010,2025/09/03,11,0.001,0.002,0.008,0.010,,0.044,,,,0.021,14,,,,,
40222010,2025/09/03,12,0.001,0.001,0.005,0.006,,0.056,,,,0.025,11,,,,,
40222010,2025/09/03,13,0.001,0.001,0.006,0.007,,0.065,,,,0.030,16,,,,,
40222010,2025/09/03,14,0.002,0.001,0.007,0.008,,0.061,,,,0.027,11,,,,,
40222010,2025/09/03,15,0.002,0.001,0.005,0.006,,0.064,,,,0.021,12,,,,,
40222010,2025/09/03,16,0.001,0,0.004,0.004,,0.057,,,,0.015,10,,,,,
40222010,2025/09/03,17,0.001,0,0.003,0.003,,0.056,,,,0.015,7,,,,,
40222010,2025/09/03,18,0.001,0,0.003,0.003,,0.055,,,,0.010,7,,,,,
40222010,2025/09/03,19,0,0,0.003,0.003,,0.051,,,,0.007,5,,,,,
40222010,2025/09/03,20,0,0,0.004,0.004,,0.043,,,,0.015,8,,,,,
40222010,2025/09/03,21,0,0,0.003,0.003,,0.038,,,,0.018,9,,,,,
40222010,2025/09/03,22,0.001,0,0.006,0.006,,0.028,,,,0.024,6,,,,,
40222010,2025/09/03,23,0,0,0.005,0.005,,0.024,,,,0.022,7,,,,,
40222010,2025/09/03,24,0,0,0.003,0.003,,0.019,,,,0.012,5,,,,,
40222010,2025/09/04,01,0.001,0,0.003,0.003,,0.019,,,,0.010,5,,,,,
40222010,2025/09/04,02,0.001,0,0.003,0.003,,0.018,,,,0.011,7,,,,,
40222010,2025/09/04,03,0.001,0,0.003,0.003,,0.016,,,,0.008,3,,,,,
40222010,2025/09/04,04,0,0,0.002,0.002,,0.014,,,,0.008,2,,,,,
40222010,2025/09/04,05,0,0,0.002,0.002,,0.012,,,,0.005,1,,,,,
40222010,2025/09/04,06,0,0,0.003,0.003,,0.011,,,,0.007,1,,,,,
40222010,2025/09/04,07,0,0.001,0.003,0.004,,0.011,,,,0.005,1,,,,,
40222010,2025/09/04,08,0,0.002,0.003,0.005,,0.012,,,,0.007,5,,,,,
40222010,2025/09/04,09,0,0.002,0.003,0.005,,0.012,,,,0.004,8,,,,,
40222010,2025/09/04,10,0.001,0.003,0.004,0.007,,0.015,,,,0,7,,,,,
40222010,2025/09/04,11,0,0.003,0.004,0.007,,0.018,,,,0.005,4,,,,,
40222010,2025/09/04,12,0,0.001,0.002,0.003,,0.023,,,,0.007,5,,,,,
40222010,2025/09/04,13,0,0,0.002,0.002,,0.024,,,,0.005,2,,,,,
40222010,2025/09/04,14,0,0,0.001,0.001,,0.026,,,,0.008,2,,,,,
40222010,2025/09/04,15,0,0,0.002,0.002,,0.025,,,,0.006,2,,,,,
40222010,2025/09/04,16,0,0.001,0.003,0.004,,0.022,,,,0.007,4,,,,,
40222010,2025/09/04,17,0,0.001,0.004,0.005,,0.016,,,,0.012,2,,,,,
40222010,2025/09/04,18,0,0,0.003,0.003,,0.016,,,,0.007,0,,,,,
40222010,2025/09/04,19,0,0,0.002,0.002,,0.015,,,,0.003,2,,,,,
40222010,2025/09/04,20,0,0,0.002,0.002,,0.015,,,,0.009,1,,,,,
40222010,2025/09/04,21,0,0,0.002,0.002,,0.015,,,,0.014,2,,,,,
40222010,2025/09/04,22,0,0,0.003,0.003,,0.015,,,,0.009,2,,,,,
40222010,2025/09/04,23,0,0,0.003,0.003,,0.015,,,,0.003,0,,,,,
40222010,2025/09/04,24,0,0,0.003,0.003,,0.010,,,,0.007,1,,,,,
40222010,2025/09/05,01,0,0,0.004,0.004,,0.008,,,,0.008,1,,,,,
40222010,2025/09/05,02,0,0,0.004,0.004,,0.007,,,,0.008,2,,,,,
40222010,2025/09/05,03,0,0,0.003,0.003,,0.008,,,,0.009,3,,,,,
40222010,2025/09/05,04,0,0,0.002,0.002,,0.012,,,,0.011,1,,,,,
40222010,2025/09/05,05,0,0,0.002,0.002,,0.011,,,,0.009,3,,,,,
40222010,2025/09/05,06,0,0,0.002,0.002,,0.022,,,,0.016,5,,,,,
40222010,2025/09/05,07,0,0,0.001,0.001,,0.030,,,,0.023,6,,,,,
40222010,2025/09/05,08,0,0,0.001,0.001,,0.030,,,,0.020,6,,,,,
40222010,2025/09/05,09,0,0,0.001,0.001,,0.034,,,,0.010,10,,,,,
40222010,2025/09/05,10,0,0,0.001,0.001,,0.037,,,,0.018,8,,,,,
40222010,2025/09/05,11,0,0,0,0,,0.036,,,,0.022,10,,,,,
40222010,2025/09/05,12,0,0,0,0,,0.035,,,,0.022,7,,,,,
