測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
08203520,2025/09/01,01,,0,0.005,0.005,-,,,,,0.065,19,,SE,1.4,,
08203520,2025/09/01,02,,0.001,0.004,0.005,0.3,,,,,0.068,17,,S,1.5,,
08203520,2025/09/01,03,,0.001,0.004,0.005,0.2,,,,,0.010,14,,SSE,1.2,,
08203520,2025/09/01,04,,0.002,0.004,0.006,0.2,,,,,0.021,13,,SSE,1.5,,
08203520,2025/09/01,05,,0.002,0.004,0.006,0.2,,,,,0.025,15,,S,1.9,,
08203520,2025/09/01,06,,0.002,0.005,0.007,0.2,,,,,0.021,10,,S,1.6,,
08203520,2025/09/01,07,,0.005,0.006,0.011,0.3,,,,,0.016,16,,S,2.5,,
08203520,2025/09/01,08,,0.006,0.010,0.016,0.4,,,,,0.020,16,,SSW,3.0,,
08203520,2025/09/01,09,,0.007,0.011,0.018,0.4,,,,,0.032,18,,S,3.9,,
08203520,2025/09/01,10,,0.005,0.011,0.016,0.3,,,,,0.050,18,,SW,3.6,,
08203520,2025/09/01,11,,0.005,0.016,0.021,0.3,,,,,0.024,14,,SSW,3.1,,
08203520,2025/09/01,12,,0.003,0.011,0.014,0.3,,,,,0.026,23,,SSW,3.7,,
08203520,2025/09/01,13,,0.004,0.012,0.016,0.3,,,,,0.021,24,,SW,3.3,,
08203520,2025/09/01,14,,0.002,0.009,0.011,0.3,,,,,0.019,21,,S,4.3,,
08203520,2025/09/01,15,,0.002,0.011,0.013,0.3,,,,,0.027,22,,SW,4.3,,
08203520,2025/09/01,16,,0.002,0.009,0.011,0.4,,,,,0.020,18,,SSW,5.8,,
08203520,2025/09/01,17,,0.004,0.009,0.013,0.3,,,,,0.017,10,,SSW,4.9,,
08203520,2025/09/01,18,,0.004,0.007,0.011,0.2,,,,,0.023,11,,SW,4.2,,
08203520,2025/09/01,19,,0.004,0.009,0.013,0.3,,,,,0.013,5,,SSW,5.5,,
08203520,2025/09/01,20,,0.004,0.007,0.011,0.2,,,,,0.019,9,,SSW,4.2,,
08203520,2025/09/01,21,,0.001,0.005,0.006,0.2,,,,,0.016,8,,S,5.6,,
08203520,2025/09/01,22,,0.001,0.004,0.005,0.2,,,,,0.023,9,,S,4.3,,
08203520,2025/09/01,23,,0.001,0.006,0.007,0.3,,,,,0.031,7,,S,5.0,,
08203520,2025/09/01,24,,0.001,0.007,0.008,0.3,,,,,0.020,8,,S,4.0,,
08203520,2025/09/02,01,,0.001,0.007,0.008,0.3,,,,,0.019,5,,SSW,3.5,,
08203520,2025/09/02,02,,0.003,0.008,0.011,0.2,,,,,0,4,,SSW,3.6,,
08203520,2025/09/02,03,,0.004,0.007,0.011,0.2,,,,,0,4,,SSW,3.0,,
08203520,2025/09/02,04,,0.006,0.009,0.015,0.1,,,,,0.002,6,,SSW,3.0,,
08203520,2025/09/02,05,,0.010,0.011,0.021,0.2,,,,,0.009,3,,SSW,3.1,,
08203520,2025/09/02,06,,0.012,0.013,0.025,0.2,,,,,0.007,9,,SW,2.2,,
08203520,2025/09/02,07,,0.018,0.011,0.029,0.2,,,,,0.013,6,,SW,3.4,,
08203520,2025/09/02,08,,0.012,0.015,0.027,0.2,,,,,0.001,0,,SW,3.2,,
08203520,2025/09/02,09,,0.010,0.011,0.021,0.2,,,,,0.012,1,,SSW,4.1,,
08203520,2025/09/02,10,,0.010,0.008,0.018,0.2,,,,,0.003,4,,SSW,4.0,,
08203520,2025/09/02,11,,0.009,0.015,0.024,0.2,,,,,0.007,4,,SSW,4.4,,
08203520,2025/09/02,12,,0.006,0.013,0.019,0.2,,,,,0.014,7,,SW,3.8,,
08203520,2025/09/02,13,,0.005,0.013,0.018,0.2,,,,,0.005,6,,SSW,5.7,,
08203520,2025/09/02,14,,0.005,0.011,0.016,0.2,,,,,0.011,5,,SSW,5.6,,
08203520,2025/09/02,15,,0.003,0.007,0.010,0.2,,,,,0.007,5,,SSW,6.1,,
08203520,2025/09/02,16,,0.007,0.007,0.014,0.3,,,,,0.008,11,,SSW,6.2,,
08203520,2025/09/02,17,,0.005,0.007,0.012,0.2,,,,,0.014,14,,SSW,5.4,,
08203520,2025/09/02,18,,0.003,0.008,0.011,0.3,,,,,0.026,10,,SSW,5.5,,
08203520,2025/09/02,19,,0.002,0.009,0.011,0.4,,,,,0.027,14,,SSW,5.5,,
08203520,2025/09/02,20,,0.001,0.008,0.009,0.3,,,,,0.026,10,,S,4.6,,
08203520,2025/09/02,21,,0.001,0.008,0.009,0.3,,,,,0.019,13,,S,2.9,,
08203520,2025/09/02,22,,0.002,0.007,0.009,0.2,,,,,0,6,,SW,2.4,,
08203520,2025/09/02,23,,0.001,0.006,0.007,0.2,,,,,0.010,5,,NNW,3.7,,
08203520,2025/09/02,24,,0.002,0.005,0.007,0.2,,,,,0.013,7,,SSE,0.9,,
08203520,2025/09/03,01,,-,-,-,0.2,,,,,0.019,14,,WNW,2.1,,
08203520,2025/09/03,02,,0.003,0.005,0.008,0.2,,,,,0.008,9,,WSW,2.5,,
08203520,2025/09/03,03,,0.003,0.008,0.011,0.2,,,,,0.008,11,,W,2.7,,
08203520,2025/09/03,04,,0.003,0.012,0.015,0.2,,,,,0.011,6,,WNW,1.8,,
08203520,2025/09/03,05,,0.005,0.010,0.015,0.2,,,,,0.014,7,,NW,1.7,,
08203520,2025/09/03,06,,0.008,0.016,0.024,0.2,,,,,0.013,15,,SSW,1.7,,
08203520,2025/09/03,07,,0.010,0.012,0.022,0.2,,,,,0.020,14,,NNW,1.8,,
08203520,2025/09/03,08,,0.006,0.010,0.016,0.2,,,,,0.013,8,,NE,1.3,,
08203520,2025/09/03,09,,0.003,0.008,0.011,0.2,,,,,0.018,13,,E,1.9,,
08203520,2025/09/03,10,,0.003,0.007,0.010,0.2,,,,,0.019,11,,NNE,1.3,,
08203520,2025/09/03,11,,0.002,0.009,0.011,0.2,,,,,0.029,11,,ESE,1.7,,
08203520,2025/09/03,12,,0.001,0.005,0.006,0.2,,,,,0.032,16,,SE,2.6,,
08203520,2025/09/03,13,,0.001,0.006,0.007,0.3,,,,,0.035,17,,E,3.7,,
08203520,2025/09/03,14,,0.001,0.007,0.008,0.4,,,,,0.043,26,,E,4.6,,
08203520,2025/09/03,15,,0,0.006,0.006,0.3,,,,,0.027,26,,E,6.2,,
08203520,2025/09/03,16,,0,0.006,0.006,0.4,,,,,0.057,23,,SE,3.3,,
08203520,2025/09/03,17,,0.001,0.005,0.006,0.2,,,,,0.035,14,,SE,3.3,,
08203520,2025/09/03,18,,0.001,0.005,0.006,0.2,,,,,0.066,14,,SSW,3.2,,
08203520,2025/09/03,19,,0.002,0.010,0.012,0.3,,,,,0.007,12,,WNW,1.6,,
08203520,2025/09/03,20,,0.001,0.008,0.009,0.3,,,,,0.014,16,,ENE,2.4,,
08203520,2025/09/03,21,,0,0.004,0.004,0.2,,,,,0.030,17,,ENE,2.5,,
08203520,2025/09/03,22,,0,0.004,0.004,0.2,,,,,0.008,14,,ENE,2.6,,
08203520,2025/09/03,23,,0,0.003,0.003,0.2,,,,,0.038,12,,ENE,1.9,,
08203520,2025/09/03,24,,0,0.003,0.003,0.2,,,,,0.010,9,,ENE,2.3,,
08203520,2025/09/04,01,,0,0.004,0.004,0.2,,,,,0.028,13,,NE,2.7,,
08203520,2025/09/04,02,,0,0.005,0.005,0.2,,,,,0.019,13,,ENE,2.0,,
08203520,2025/09/04,03,,0.001,0.004,0.005,0.2,,,,,0.024,17,,NE,2.2,,
08203520,2025/09/04,04,,0.001,0.005,0.006,0.2,,,,,0.021,15,,NE,3.0,,
08203520,2025/09/04,05,,0,0.004,0.004,0.2,,,,,0.001,9,,ENE,2.4,,
08203520,2025/09/04,06,,0,0.004,0.004,0.2,,,,,0.008,8,,ENE,2.0,,
08203520,2025/09/04,07,,0.001,0.005,0.006,0.2,,,,,0.004,6,,ENE,3.8,,
08203520,2025/09/04,08,,0.001,0.006,0.007,0.2,,,,,0.014,13,,ENE,2.9,,
08203520,2025/09/04,09,,0.001,0.008,0.009,0.2,,,,,0.018,4,,ENE,3.7,,
08203520,2025/09/04,10,,0.001,0.005,0.006,0.2,,,,,0.025,10,,ENE,3.5,,
08203520,2025/09/04,11,,0.001,0.004,0.005,0.2,,,,,0.018,11,,ENE,3.3,,
08203520,2025/09/04,12,,0.001,0.005,0.006,0.2,,,,,0.024,8,,ENE,2.6,,
08203520,2025/09/04,13,,0.001,0.004,0.005,0.2,,,,,0.009,5,,NE,3.6,,
