測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
28209510,2025/09/01,01,,0,0.001,0.001,0.2,,,,,0.014,10,,CALM,0.2,,
28209510,2025/09/01,02,,0,0.002,0.002,0.2,,,,,0.017,10,,CALM,0.2,,
28209510,2025/09/01,03,,0.001,0.002,0.003,0.2,,,,,0.020,11,,CALM,0.1,,
28209510,2025/09/01,04,,0.001,0.001,0.002,0.2,,,,,0.021,10,,CALM,0.2,,
28209510,2025/09/01,05,,0,0.001,0.001,0.2,,,,,0.022,11,,CALM,0.3,,
28209510,2025/09/01,06,,0,0.002,0.002,0.2,,,,,0.024,12,,CALM,0.1,,
28209510,2025/09/01,07,,0.004,0.003,0.007,0.2,,,,,0.034,11,,CALM,0.2,,
28209510,2025/09/01,08,,0.004,0.003,0.007,0.2,,,,,0.023,11,,CALM,0.2,,
28209510,2025/09/01,09,,0.002,0.003,0.005,0.2,,,,,0.018,13,,CALM,0.3,,
28209510,2025/09/01,10,,0.003,0.004,0.007,0.2,,,,,0,11,,CALM,0.2,,
28209510,2025/09/01,11,,0.001,0.002,0.003,0.1,,,,,0.011,13,,ESE,0.4,,
28209510,2025/09/01,12,,0.001,0.001,0.002,0.1,,,,,0,6,,SSE,0.5,,
28209510,2025/09/01,13,,0.001,0.001,0.002,0.1,,,,,0,8,,ESE,0.6,,
28209510,2025/09/01,14,,0.001,0.001,0.002,0.1,,,,,0.035,8,,CALM,0.2,,
28209510,2025/09/01,15,,0.002,0.003,0.005,0.1,,,,,0.011,10,,ENE,0.4,,
28209510,2025/09/01,16,,0.002,0.004,0.006,0.2,,,,,0.003,10,,NE,0.4,,
28209510,2025/09/01,17,,0.001,0.003,0.004,0.1,,,,,0.014,7,,WNW,0.7,,
28209510,2025/09/01,18,,0.001,0.003,0.004,0.1,,,,,0.017,6,,NW,0.4,,
28209510,2025/09/01,19,,0.001,0.004,0.005,0.2,,,,,0.005,9,,CALM,0.3,,
28209510,2025/09/01,20,,0.001,0.004,0.005,0.2,,,,,0.017,11,,SSE,0.4,,
28209510,2025/09/01,21,,0,0.004,0.004,0.2,,,,,0.010,7,,CALM,0.3,,
28209510,2025/09/01,22,,0.001,0.003,0.004,0.2,,,,,0.014,7,,CALM,0.1,,
28209510,2025/09/01,23,,0.001,0.003,0.004,0.1,,,,,0.014,6,,CALM,0.2,,
28209510,2025/09/01,24,,0,0.003,0.003,0.1,,,,,0.009,5,,CALM,0.3,,
28209510,2025/09/02,01,,0,0.003,0.003,0.1,,,,,0.006,5,,E,0.4,,
28209510,2025/09/02,02,,0,0.004,0.004,0.1,,,,,0.005,3,,SSE,0.5,,
28209510,2025/09/02,03,,0.001,0.004,0.005,0.1,,,,,0.011,5,,CALM,0.2,,
28209510,2025/09/02,04,,0,0.003,0.003,0.1,,,,,0.010,6,,CALM,0.3,,
28209510,2025/09/02,05,,0,0.003,0.003,0.1,,,,,0.006,4,,CALM,0.3,,
28209510,2025/09/02,06,,0,0.003,0.003,0.1,,,,,0.012,6,,CALM,0.2,,
28209510,2025/09/02,07,,0.005,0.005,0.010,0.1,,,,,0.025,6,,CALM,0.2,,
28209510,2025/09/02,08,,0.004,0.004,0.008,0.2,,,,,0.013,10,,SE,0.5,,
28209510,2025/09/02,09,,0.003,0.004,0.007,0.2,,,,,0.006,11,,SSE,0.4,,
28209510,2025/09/02,10,,0.002,0.003,0.005,0.1,,,,,0,10,,SE,0.6,,
28209510,2025/09/02,11,,0.001,0.002,0.003,0.2,,,,,0.007,11,,CALM,0.3,,
28209510,2025/09/02,12,,0.002,0.002,0.004,0.1,,,,,0.008,10,,ESE,0.5,,
28209510,2025/09/02,13,,0.001,0.002,0.003,0.1,,,,,0.012,7,,ESE,0.6,,
28209510,2025/09/02,14,,0.001,0.002,0.003,0.2,,,,,0.031,10,,NE,0.5,,
28209510,2025/09/02,15,,0.001,0.002,0.003,0.1,,,,,0.009,11,,NW,0.9,,
28209510,2025/09/02,16,,0.001,0.002,0.003,0.1,,,,,0.040,13,,NNE,0.4,,
28209510,2025/09/02,17,,0.002,0.002,0.004,0.1,,,,,0.019,12,,NE,0.5,,
28209510,2025/09/02,18,,0.001,0.002,0.003,0.2,,,,,0.061,16,,CALM,0.2,,
28209510,2025/09/02,19,,0.001,0.003,0.004,0.1,,,,,0,9,,N,0.5,,
28209510,2025/09/02,20,,0,0.002,0.002,0.1,,,,,0.008,2,,WSW,0.4,,
28209510,2025/09/02,21,,0,0.002,0.002,0.1,,,,,0.007,1,,W,0.4,,
28209510,2025/09/02,22,,0,0.002,0.002,0.1,,,,,0.009,2,,CALM,0.1,,
28209510,2025/09/02,23,,0,0.002,0.002,0.1,,,,,0.010,1,,CALM,0.3,,
28209510,2025/09/02,24,,0,0.002,0.002,0.1,,,,,0.009,3,,CALM,0.3,,
28209510,2025/09/03,01,,0,0.002,0.002,0.1,,,,,0.007,3,,CALM,0.2,,
28209510,2025/09/03,02,,0,0.002,0.002,0.1,,,,,0.008,4,,CALM,0.2,,
28209510,2025/09/03,03,,0,0.002,0.002,0.1,,,,,0.006,3,,CALM,0.2,,
28209510,2025/09/03,04,,0.001,0.002,0.003,0.1,,,,,0.010,4,,CALM,0.2,,
28209510,2025/09/03,05,,0.001,0.002,0.003,0.1,,,,,0.011,4,,CALM,0.2,,
28209510,2025/09/03,06,,0.001,0.002,0.003,0.1,,,,,0.008,3,,CALM,0.2,,
28209510,2025/09/03,07,,0.001,0.002,0.003,0.2,,,,,0.013,3,,CALM,0.1,,
28209510,2025/09/03,08,,0.002,0.002,0.004,0.2,,,,,0.012,5,,CALM,0.2,,
28209510,2025/09/03,09,,0.003,0.002,0.005,0.2,,,,,0.015,4,,E,0.5,,
28209510,2025/09/03,10,,0.003,0.003,0.006,0.2,,,,,0.018,6,,CALM,0.1,,
28209510,2025/09/03,11,,0.002,0.002,0.004,0.1,,,,,0.008,9,,CALM,0.2,,
28209510,2025/09/03,12,,0.001,0.003,0.004,0.2,,,,,0.001,5,,ENE,0.6,,
28209510,2025/09/03,13,,0.001,0.002,0.003,0.2,,,,,0,5,,NE,0.5,,
28209510,2025/09/03,14,,0.001,0.002,0.003,0.2,,,,,0,6,,NE,0.7,,
28209510,2025/09/03,15,,0.001,0.003,0.004,0.2,,,,,0.016,4,,NE,0.5,,
28209510,2025/09/03,16,,0.002,0.003,0.005,0.2,,,,,0.005,3,,NW,0.4,,
28209510,2025/09/03,17,,0.001,0.003,0.004,0.2,,,,,0,4,,NE,0.4,,
28209510,2025/09/03,18,,0.002,0.003,0.005,0.2,,,,,0.017,3,,CALM,0.2,,
28209510,2025/09/03,19,,0.001,0.002,0.003,0.2,,,,,0.018,6,,W,0.5,,
28209510,2025/09/03,20,,0.001,0.002,0.003,0.2,,,,,0.019,5,,CALM,0.2,,
28209510,2025/09/03,21,,0.002,0.004,0.006,0.2,,,,,0.011,5,,CALM,0.2,,
28209510,2025/09/03,22,,0.001,0.002,0.003,0.2,,,,,0.018,5,,CALM,0.2,,
28209510,2025/09/03,23,,0.001,0.002,0.003,0.2,,,,,0.007,6,,CALM,0.2,,
28209510,2025/09/03,24,,0,0.002,0.002,0.2,,,,,0.011,6,,CALM,0.3,,
28209510,2025/09/04,01,,0.001,0.002,0.003,0.2,,,,,0.014,5,,CALM,0.2,,
28209510,2025/09/04,02,,0.001,0.002,0.003,0.2,,,,,0.017,5,,CALM,0.1,,
28209510,2025/09/04,03,,0,0.002,0.002,0.2,,,,,0.017,5,,CALM,0.3,,
28209510,2025/09/04,04,,0.001,0.002,0.003,0.2,,,,,0.016,5,,CALM,0.3,,
28209510,2025/09/04,05,,0,0.001,0.001,0.1,,,,,0.014,6,,CALM,0.2,,
28209510,2025/09/04,06,,0.002,0.002,0.004,0.1,,,,,0.003,6,,CALM,0.2,,
28209510,2025/09/04,07,,0.002,0.002,0.004,0.1,,,,,0.024,6,,SSE,0.4,,
28209510,2025/09/04,08,,0.004,0.001,0.005,0.2,,,,,0.019,7,,SSE,0.5,,
28209510,2025/09/04,09,,0.003,0.002,0.005,0.2,,,,,0,5,,SSE,0.8,,
28209510,2025/09/04,10,,0.002,0.001,0.003,0.2,,,,,0.004,3,,S,0.8,,
28209510,2025/09/04,11,,0.001,0.002,0.003,0.1,,,,,0,4,,SSW,0.5,,
28209510,2025/09/04,12,,0.001,0.002,0.003,0.1,,,,,0,2,,SSE,0.8,,
28209510,2025/09/04,13,,0.002,0.002,0.004,0.1,,,,,0.009,2,,SSE,0.8,,
28209510,2025/09/04,14,,0.002,0.002,0.004,0.1,,,,,0.031,4,,SSE,0.7,,
28209510,2025/09/04,15,,0.002,0.003,0.005,0.2,,,,,0,3,,SSE,0.8,,
28209510,2025/09/04,16,,0.002,0.003,0.005,0.2,,,,,0.003,3,,SSE,0.7,,
28209510,2025/09/04,17,,0.002,0.003,0.005,0.2,,,,,0.005,3,,SSE,0.6,,
28209510,2025/09/04,18,,0.002,0.003,0.005,0.2,,,,,0.003,2,,S,0.4,,
28209510,2025/09/04,19,,0.002,0.003,0.005,0.2,,,,,0.011,3,,S,0.4,,
28209510,2025/09/04,20,,0.001,0.002,0.003,0.1,,,,,0.021,2,,CALM,0.3,,
28209510,2025/09/04,21,,0.001,0.002,0.003,0.1,,,,,0.015,2,,CALM,0.3,,
28209510,2025/09/04,22,,0.001,0.002,0.003,0.1,,,,,0.010,3,,SSE,0.4,,
28209510,2025/09/04,23,,0.001,0.002,0.003,0.1,,,,,0.011,3,,CALM,0.2,,
