測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13204510,2025/09/01,01,,0,0.003,0.003,,,,,,0.030,13,,,,,
13204510,2025/09/01,02,,0,0.003,0.003,,,,,,0.012,15,,,,,
13204510,2025/09/01,03,,0,0.003,0.003,,,,,,0.020,15,,,,,
13204510,2025/09/01,04,,0,0.003,0.003,,,,,,0.032,16,,,,,
13204510,2025/09/01,05,,0,0.004,0.004,,,,,,0.031,15,,,,,
13204510,2025/09/01,06,,0,0.004,0.004,,,,,,0.025,15,,,,,
13204510,2025/09/01,07,,0.001,0.005,0.006,,,,,,0.007,13,,,,,
13204510,2025/09/01,08,,0.001,0.008,0.009,,,,,,0.018,15,,,,,
13204510,2025/09/01,09,,0.001,0.009,0.010,,,,,,0.021,19,,,,,
13204510,2025/09/01,10,,0.001,0.008,0.009,,,,,,0.023,21,,,,,
13204510,2025/09/01,11,,0.001,0.006,0.007,,,,,,0.028,23,,,,,
13204510,2025/09/01,12,,0,0.005,0.005,,,,,,0.028,21,,,,,
13204510,2025/09/01,13,,0.001,0.006,0.007,,,,,,0.025,20,,,,,
13204510,2025/09/01,14,,0.001,0.006,0.007,,,,,,0.021,15,,,,,
13204510,2025/09/01,15,,0.001,0.005,0.006,,,,,,0.019,11,,,,,
13204510,2025/09/01,16,,0.001,0.006,0.007,,,,,,0.018,10,,,,,
13204510,2025/09/01,17,,0.001,0.005,0.006,,,,,,0.026,8,,,,,
13204510,2025/09/01,18,,0.001,0.006,0.007,,,,,,0.021,5,,,,,
13204510,2025/09/01,19,,0,0.006,0.006,,,,,,0.011,6,,,,,
13204510,2025/09/01,20,,0,0.006,0.006,,,,,,0.008,6,,,,,
13204510,2025/09/01,21,,0,0.005,0.005,,,,,,0.006,6,,,,,
13204510,2025/09/01,22,,0.001,0.006,0.007,,,,,,0.005,6,,,,,
13204510,2025/09/01,23,,0,0.004,0.004,,,,,,0.009,6,,,,,
13204510,2025/09/01,24,,0,0.004,0.004,,,,,,0.004,5,,,,,
13204510,2025/09/02,01,,0,0.003,0.003,,,,,,0.005,5,,,,,
13204510,2025/09/02,02,,0,0.004,0.004,,,,,,0.011,5,,,,,
13204510,2025/09/02,03,,0,0.005,0.005,,,,,,0,5,,,,,
13204510,2025/09/02,04,,0.001,0.005,0.006,,,,,,0.008,6,,,,,
13204510,2025/09/02,05,,0,0.005,0.005,,,,,,0.006,4,,,,,
13204510,2025/09/02,06,,0,0.006,0.006,,,,,,0.007,4,,,,,
13204510,2025/09/02,07,,0.003,0.008,0.011,,,,,,0.007,3,,,,,
13204510,2025/09/02,08,,0.004,0.008,0.012,,,,,,0.009,7,,,,,
13204510,2025/09/02,09,,0.003,0.007,0.010,,,,,,0.007,7,,,,,
13204510,2025/09/02,10,,0.002,0.006,0.008,,,,,,0.009,7,,,,,
13204510,2025/09/02,11,,0.002,0.007,0.009,,,,,,0.005,7,,,,,
13204510,2025/09/02,12,,0.001,0.005,0.006,,,,,,0.007,6,,,,,
13204510,2025/09/02,13,,0.001,0.005,0.006,,,,,,0.007,6,,,,,
13204510,2025/09/02,14,,0.001,0.005,0.006,,,,,,0.011,6,,,,,
13204510,2025/09/02,15,,0.001,0.006,0.007,,,,,,0.010,6,,,,,
13204510,2025/09/02,16,,0.001,0.005,0.006,,,,,,0.014,7,,,,,
13204510,2025/09/02,17,,0.001,0.005,0.006,,,,,,0.010,5,,,,,
13204510,2025/09/02,18,,0.001,0.005,0.006,,,,,,0.012,5,,,,,
