測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13105010,2025/09/01,01,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,02,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,03,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,04,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,05,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,06,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,07,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,08,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,09,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,10,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,11,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,12,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,13,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,14,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,15,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,16,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,17,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,18,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,19,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,20,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,21,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,22,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,23,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/01,24,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/02,01,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/02,02,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/02,03,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/02,04,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
13105010,2025/09/02,05,,-,-,-,,-,-,-,-,-,-,,-,-,-,-
