測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
42211950,2025/09/01,01,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,02,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,03,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,04,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,05,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,06,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,07,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,08,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,09,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,10,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,11,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,12,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,13,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,14,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,15,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,16,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,17,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,18,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,19,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,20,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,21,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,22,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,23,,,,,,-,,,,,,,-,-,,
42211950,2025/09/01,24,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,01,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,02,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,03,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,04,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,05,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,06,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,07,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,08,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,09,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,10,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,11,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,12,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,13,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,14,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,15,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,16,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,17,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,18,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,19,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,20,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,21,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,22,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,23,,,,,,-,,,,,,,-,-,,
42211950,2025/09/02,24,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,01,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,02,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,03,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,04,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,05,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,06,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,07,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,08,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,09,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,10,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,11,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,12,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,13,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,14,,,,,,-,,,,,,,-,-,,
42211950,2025/09/03,15,,,,,,-,,,,,,,-,-,,
