測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
12226010,2025/09/01,01,0,-,-,-,,0.019,0.04,1.91,1.95,0.014,9,,-,-,-,-
12226010,2025/09/01,02,0,-,-,-,,0.019,-,-,-,0.018,8,,-,-,-,-
12226010,2025/09/01,03,0,-,-,-,,0.017,0.04,1.96,2.00,0.016,9,,-,-,-,-
12226010,2025/09/01,04,0,-,-,-,,0.020,0.03,1.94,1.97,0.023,8,,-,-,-,-
12226010,2025/09/01,05,0,-,-,-,,0.017,0.03,1.92,1.95,0.018,8,,-,-,-,-
12226010,2025/09/01,06,0,-,-,-,,0.013,0.04,1.94,1.98,0.021,8,,-,-,-,-
12226010,2025/09/01,07,0,-,-,-,,0.030,0.03,1.91,1.94,0.039,12,,-,-,-,-
12226010,2025/09/01,08,0,-,-,-,,0.048,0.03,1.89,1.92,0.017,14,,-,-,-,-
12226010,2025/09/01,09,0.001,-,-,-,,0.053,0.03,1.89,1.92,0.035,15,,-,-,-,-
12226010,2025/09/01,10,0.001,-,-,-,,0.049,0.04,1.89,1.93,0.015,13,,-,-,-,-
12226010,2025/09/01,11,0.001,-,-,-,,0.052,0.04,1.89,1.93,0,13,,-,-,-,-
12226010,2025/09/01,12,0.001,-,-,-,,0.041,0.04,1.88,1.92,0.020,8,,-,-,-,-
12226010,2025/09/01,13,0.001,-,-,-,,0.036,0.03,1.87,1.90,0.001,5,,-,-,-,-
12226010,2025/09/01,14,0,-,-,-,,0.030,0.03,1.87,1.90,0.010,4,,-,-,-,-
12226010,2025/09/01,15,0,-,-,-,,0.024,0.02,1.87,1.89,0.008,5,,-,-,-,-
12226010,2025/09/01,16,0,-,-,-,,0.023,0.03,1.87,1.90,0.012,3,,-,-,-,-
12226010,2025/09/01,17,0,-,-,-,,0.023,0.02,1.87,1.89,0.019,3,,-,-,-,-
12226010,2025/09/01,18,0,-,-,-,,0.020,0.02,1.86,1.88,0.011,3,,-,-,-,-
12226010,2025/09/01,19,0,-,-,-,,0.019,0.02,1.87,1.89,0.008,2,,-,-,-,-
12226010,2025/09/01,20,0,-,-,-,,0.017,0.03,1.87,1.90,0.008,2,,-,-,-,-
12226010,2025/09/01,21,0,-,-,-,,0.015,0.03,1.88,1.91,0.019,5,,-,-,-,-
12226010,2025/09/01,22,0,-,-,-,,0.013,0.03,1.87,1.90,0.007,4,,-,-,-,-
12226010,2025/09/01,23,0,-,-,-,,0.013,0,1.72,1.72,0.009,4,,-,-,-,-
12226010,2025/09/01,24,0,-,-,-,,0.013,0.02,1.86,1.88,0.007,2,,-,-,-,-
12226010,2025/09/02,01,0,-,-,-,,0.009,0.02,1.86,1.88,0.010,2,,-,-,-,-
12226010,2025/09/02,02,0,-,-,-,,0.005,0.02,1.87,1.89,0.011,4,,-,-,-,-
12226010,2025/09/02,03,0,-,-,-,,0.003,0.03,1.86,1.89,0.011,3,,-,-,-,-
12226010,2025/09/02,04,0,-,-,-,,0.001,0.01,1.86,1.87,0.003,5,,-,-,-,-
12226010,2025/09/02,05,0,-,-,-,,0.002,0.02,1.86,1.88,0.007,2,,-,-,-,-
12226010,2025/09/02,06,0.001,-,-,-,,0.001,0.02,1.87,1.89,0.016,4,,-,-,-,-
12226010,2025/09/02,07,0.001,-,-,-,,0.005,0.02,1.86,1.88,0.010,7,,-,-,-,-
12226010,2025/09/02,08,0,-,-,-,,0.008,0.02,1.86,1.88,0.019,6,,-,-,-,-
12226010,2025/09/02,09,0,-,-,-,,0.009,0.03,1.87,1.90,0.014,6,,-,-,-,-
12226010,2025/09/02,10,0,-,-,-,,0.012,0.03,1.87,1.90,-,7,,-,-,-,-
12226010,2025/09/02,11,0,-,-,-,,0.018,0.03,1.86,1.89,-,5,,-,-,-,-
12226010,2025/09/02,12,0,-,-,-,,0.022,0.08,1.86,1.94,-,5,,-,-,-,-
12226010,2025/09/02,13,0,-,-,-,,0.024,0.12,1.87,1.99,-,5,,-,-,-,-
12226010,2025/09/02,14,0,-,-,-,,0.023,0.03,1.87,1.90,-,3,,-,-,-,-
12226010,2025/09/02,15,0,-,-,-,,0.024,0.03,1.86,1.89,-,6,,-,-,-,-
12226010,2025/09/02,16,0,-,-,-,,0.024,0,1.86,1.86,-,6,,-,-,-,-
12226010,2025/09/02,17,0,-,-,-,,0.016,0.03,1.86,1.89,-,4,,-,-,-,-
12226010,2025/09/02,18,0,-,-,-,,0.011,0.03,1.86,1.89,-,4,,-,-,-,-
12226010,2025/09/02,19,0,-,-,-,,0.010,0.03,1.86,1.89,-,6,,-,-,-,-
12226010,2025/09/02,20,0,-,-,-,,0.004,0.03,1.86,1.89,-,4,,-,-,-,-
12226010,2025/09/02,21,0,-,-,-,,0.004,0.03,1.86,1.89,-,5,,-,-,-,-
12226010,2025/09/02,22,0,-,-,-,,0.004,0.03,1.86,1.89,-,7,,-,-,-,-
12226010,2025/09/02,23,0,-,-,-,,0.005,0.02,1.86,1.88,-,5,,-,-,-,-
12226010,2025/09/02,24,0.001,-,-,-,,0.001,0.03,1.86,1.89,-,4,,-,-,-,-
12226010,2025/09/03,01,0,-,-,-,,0.003,0.02,1.86,1.88,-,3,,-,-,-,-
12226010,2025/09/03,02,0,-,-,-,,0.003,0.02,1.86,1.88,-,5,,-,-,-,-
12226010,2025/09/03,03,0,-,-,-,,0.007,0.03,1.88,1.91,-,2,,-,-,-,-
12226010,2025/09/03,04,0,-,-,-,,0.004,0.02,1.87,1.89,-,2,,-,-,-,-
12226010,2025/09/03,05,0,-,-,-,,0.005,0.03,1.88,1.91,-,3,,-,-,-,-
12226010,2025/09/03,06,0.001,-,-,-,,0.001,0.02,1.87,1.89,-,4,,-,-,-,-
12226010,2025/09/03,07,0.001,-,-,-,,0.005,0.03,1.87,1.90,-,5,,-,-,-,-
12226010,2025/09/03,08,0,-,-,-,,0.009,0.02,1.86,1.88,-,7,,-,-,-,-
12226010,2025/09/03,09,0,-,-,-,,0.011,0.03,1.87,1.90,-,7,,-,-,-,-
12226010,2025/09/03,10,0,-,-,-,,0.015,0.04,1.87,1.91,-,7,,-,-,-,-
12226010,2025/09/03,11,0,-,-,-,,0.017,0.03,1.86,1.89,-,5,,-,-,-,-
12226010,2025/09/03,12,0,-,-,-,,0.026,0.03,1.86,1.89,-,5,,-,-,-,-
12226010,2025/09/03,13,0,-,-,-,,0.024,0.03,1.86,1.89,-,6,,-,-,-,-
12226010,2025/09/03,14,0,-,-,-,,0.025,0.03,1.85,1.88,-,4,,-,-,-,-
12226010,2025/09/03,15,0,-,-,-,,0.024,0.04,1.86,1.90,-,2,,-,-,-,-
12226010,2025/09/03,16,0,-,-,-,,0.019,0.03,1.86,1.89,-,3,,-,-,-,-
12226010,2025/09/03,17,0,-,-,-,,0.016,0.03,1.86,1.89,-,4,,-,-,-,-
12226010,2025/09/03,18,0,-,-,-,,0.016,0.02,1.86,1.88,-,4,,-,-,-,-
12226010,2025/09/03,19,0,-,-,-,,0.013,0.04,1.86,1.90,-,1,,-,-,-,-
12226010,2025/09/03,20,0,-,-,-,,0.011,0.03,1.86,1.89,-,3,,-,-,-,-
12226010,2025/09/03,21,0,-,-,-,,0.011,0.02,1.86,1.88,-,4,,-,-,-,-
12226010,2025/09/03,22,0,-,-,-,,0.010,0.02,1.86,1.88,-,3,,-,-,-,-
12226010,2025/09/03,23,0,-,-,-,,0.008,0.02,1.86,1.88,-,2,,-,-,-,-
12226010,2025/09/03,24,0,-,-,-,,0.004,0.02,1.85,1.87,-,5,,-,-,-,-
12226010,2025/09/04,01,0.001,-,-,-,,0.001,0.02,1.86,1.88,-,2,,-,-,-,-
12226010,2025/09/04,02,0,-,-,-,,0.003,0.03,1.86,1.89,-,4,,-,-,-,-
12226010,2025/09/04,03,0,-,-,-,,0.001,0.03,1.86,1.89,-,3,,-,-,-,-
12226010,2025/09/04,04,0,-,-,-,,0.004,0.03,1.88,1.91,-,3,,-,-,-,-
12226010,2025/09/04,05,0,-,-,-,,0.007,0.07,1.95,2.02,-,7,,-,-,-,-
12226010,2025/09/04,06,0.001,-,-,-,,0.015,0.11,2.00,2.11,-,12,,-,-,-,-
12226010,2025/09/04,07,0.001,-,-,-,,0.009,0.14,2.03,2.17,-,14,,-,-,-,-
12226010,2025/09/04,08,0.001,-,-,-,,0.014,0.12,2.00,2.12,-,14,,-,-,-,-
12226010,2025/09/04,09,0.001,-,-,-,,0.014,0.08,1.95,2.03,-,2,,-,-,-,-
12226010,2025/09/04,10,0.001,-,-,-,,0.015,0.06,1.90,1.96,-,4,,-,-,-,-
12226010,2025/09/04,11,0.001,-,-,-,,0.021,0,1.76,1.76,-,5,,-,-,-,-
12226010,2025/09/04,12,0.001,-,-,-,,0.029,0,1.68,1.68,-,7,,-,-,-,-
12226010,2025/09/04,13,0.001,-,-,-,,0.040,0.07,1.98,2.05,-,13,,-,-,-,-
12226010,2025/09/04,14,-,-,-,-,,0.037,-,-,-,-,6,,-,-,-,-
12226010,2025/09/04,15,-,-,-,-,,0.031,-,-,-,0.025,13,,-,-,-,-
12226010,2025/09/04,16,0.001,-,-,-,,0.041,0.11,2.13,2.24,0.025,10,,-,-,-,-
12226010,2025/09/04,17,0.001,-,-,-,,0.039,0.12,2.03,2.15,0.027,12,,-,-,-,-
12226010,2025/09/04,18,0.001,-,-,-,,0.031,0.10,2.04,2.14,0.026,11,,-,-,-,-
12226010,2025/09/04,19,0.001,-,-,-,,0.029,0.13,2.02,2.15,0.032,12,,-,-,-,-
12226010,2025/09/04,20,0.001,-,-,-,,0.028,0.12,2.00,2.12,0.029,14,,-,-,-,-
12226010,2025/09/04,21,0.001,-,-,-,,0.028,0.07,1.97,2.04,0.027,14,,-,-,-,-
12226010,2025/09/04,22,0.001,-,-,-,,0.025,0.06,1.94,2.00,0.023,11,,-,-,-,-
12226010,2025/09/04,23,0.001,-,-,-,,0.009,0.04,1.88,1.92,0.008,4,,-,-,-,-
12226010,2025/09/04,24,0,-,-,-,,0.010,0.03,1.89,1.92,0.009,3,,-,-,-,-
12226010,2025/09/05,01,0,-,-,-,,0.007,0.04,1.90,1.94,0.010,5,,-,-,-,-
12226010,2025/09/05,02,-,-,-,-,,-,0.04,1.89,1.93,0.007,3,,-,-,-,-
12226010,2025/09/05,03,0,-,-,-,,0.008,0.04,1.88,1.92,0.008,2,,-,-,-,-
12226010,2025/09/05,04,0,-,-,-,,0.009,0.02,1.87,1.89,0.014,2,,-,-,-,-
12226010,2025/09/05,05,0,-,-,-,,0.004,0.05,1.88,1.93,0.007,2,,-,-,-,-
12226010,2025/09/05,06,0,-,-,-,,0.005,0.04,1.92,1.96,0.006,2,,-,-,-,-
12226010,2025/09/05,07,0,-,-,-,,0.006,0.04,1.95,1.99,0.004,3,,-,-,-,-
12226010,2025/09/05,08,0,-,-,-,,0.007,0.17,1.95,2.12,0.004,2,,-,-,-,-
12226010,2025/09/05,09,0,-,-,-,,0.007,0.04,2.07,2.11,0.005,2,,-,-,-,-
12226010,2025/09/05,10,0,-,-,-,,0.007,0.03,1.94,1.97,0.013,3,,-,-,-,-
